job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,education requirement,education_years,type of contract,available posts,description,benefits,predicted_salary_dzd,inferred_skills,experience_min_req,experience_max_req
Civil Engineer,,Quality Assurance,Lead,2024-09-04,24/11/2024,2024-11-24,Ingénierie,Saïda,Master,18,Temporaire,5,"Profil recherché (MIX):
Responsabilités:
- Blockchain
- Coordination
Profil: Data Analysis; Blockchain; Budgeting; Strategic Planning
Compétences: Customer Service; Python; Negotiation; Digital Marketing
Avantages: Maintenance; Technical Writing; Teamwork; Java; Network Security
",,97372,"DevOps, Docker, Python, Cloud Computing, Network Security, Kubernetes",3,5
Volunteer Coord.,,Data Science,Lead,2025-01-03,10 March 2025,2025-03-10,Ventes,Hybride,Doctorat,20,Temps plein,5,"Profil recherché (EN):
Responsabilités: Negotiation; Strategic Planning; Data Analysis; Logistics; Technical Writing
Profil:
- Excel
- Data Analysis
Compétences: Cloud; Maintenance
Avantages: Organization; Machine Learning; Project Mgmt; CAD; Negotiation
",Prime performance,55754,"Time Management, Adaptability, Critical Thinking, Teamwork, Problem Solving",6,12
Software Engineer,,Research & Development,Chief,13/05/2024,30/07/2024,2024-07-30,Marketing,Ghardaïa,Licence,16,Temps plein,10,"Profil recherché (EN):
Responsabilités: Python; Logistics; Maintenance
Profil: Data Analysis, SEO, Organization, Python, SQL
Compétences: Teamwork, Logistics, Digital Marketing
Avantages: Data Analysis; Project Mgmt
",,93190,"Cloud Computing, DevOps, Python, Docker, Java",0,10
IT Intern,,Logistics,Lead,25 September 2024,2024-11-20,2024-11-20,Admin,Tizi Ouzou,Doctorat,20,Freelance,2,"Profil recherché (EN):
Responsabilités:
- Budgeting
- Network Security
- Teamwork
- Project Mgmt
- Maintenance
Profil:
- Coordination
- SQL
- Python
- Budgeting
Compétences: Research, Project Mgmt, Compliance
Avantages: Java, Technical Writing
",Formation continue,68474,"Java, C++, Network Security, Machine Learning",1,11
Digital Marketer,,IT Support,Chief,"Aug 18, 2024",27/10/2024,2024-10-27,Ingénierie,Alger,None,0,CDI,2,"Profil recherché (FR):
Responsabilités: Compliance; Graphic Design
Profil: Customer Service, Cloud
Compétences:
- Logistics
- Teamwork
- Java
- CAD
- Python
Avantages: Leadership; Teamwork; Customer Service; Digital Marketing; Research
","Télétravail partiel, Ticket Restaurant",81713,"SQL, Network Security, Python, Docker, Cloud Computing, Machine Learning, Kubernetes",1,4
SEO Specialist,,Risk Management,Chief,"Feb 16, 2025",30 April 2025,2025-04-30,Finance,Constantine,Bac,12,CDI,1,"Contrat: CDI. Localisation: Constantine. Département: Legal. Expérience requise: 1-1 ans. Éducation: Bac, 12 ans. As Chief SEO Specialist, you'll lead critical projects.","Voiture de fonction, Prime performance, Participation bénéfices",47352,"Social Media, Brand Management, Google Analytics, SEO, Campaign Planning, Public Relations",1,1
Software Engineer,,Risk Management,Chief,25/09/2024,2024-11-02,2024-11-02,Ingénierie,Annaba,Doctorat,20,Volontariat,3,"Profil recherché (FR):
Responsabilités: Teamwork, Cloud, Technical Writing, Graphic Design, Organization
Profil: SEO, Excel, Teamwork
Compétences: Organization; Customer Service; Python
Avantages: Cloud, Communication
","Horaires flexibles, Prime performance, Assurance santé",99313,"SQL, Machine Learning, C++, Java, Docker, Network Security",3,9
Restaurant Manager,,Data Science,Mid,04/01/2025,2025-01-14,2025-01-14,Marketing,Constantine,Doctorat,20,Alternance,5,"Profil recherché (MIX):
Responsabilités:
- Technical Writing
- Blockchain
- Excel
- Python
Profil:
- Project Mgmt
- Excel
Compétences: Logistics, Teamwork, Negotiation, Java, Project Mgmt
Avantages:
- Research
- Teamwork
",Télétravail partiel,56148,"Process Optimization, Quality Control, Supply Chain Management, Logistics, Inventory Control, Lean Management",7,16
Logistics Coord.,,Customer Success,Chief,2025-04-25,2025-06-02,2025-06-02,Admin,Blida,Master,18,Freelance,3,"Profil recherché (FR):
Responsabilités: Technical Writing; UX/UI
Profil: Python; Coordination; Network Security
Compétences: Teamwork; Customer Service; Maintenance
Avantages:
- Java
- Strategic Planning
- Organization
- Budgeting
","Ticket Restaurant, Formation continue",63167,"Process Optimization, Supply Chain Management, Logistics, Inventory Control, Quality Control",10,14
AI Ethics Consultant,,Procurement,Mid,2025-03-06,2025-05-28,2025-05-28,Ventes,Saïda,Licence,16,Temps partiel,1,"Profil recherché (MIX):
Responsabilités: Python, Technical Writing, Negotiation, Blockchain
Profil: Communication, UX/UI, Network Security, Machine Learning, Data Analysis
Compétences: Negotiation; Strategic Planning
Avantages: SEO, Organization
","Voiture de fonction, Formation continue, Ticket Restaurant",31919,"Problem Solving, Adaptability, Teamwork, Critical Thinking",6,16
AI Ethics Consultant,,Business Development,Senior,"Mar 11, 2025",18 May 2025,2025-05-18,Ingénierie,Saïda,Master,18,Freelance,2,"Contrat: Freelance. Localisation: Saïda. Département: Finance. Expérience requise: 5-8 ans. Éducation: Master, 18 ans. En tant que Senior AI Ethics Consultant, vous serez amené à coordonner les relations clients.",,34292,"Problem Solving, Critical Thinking, Communication, Teamwork, Adaptability, Time Management",5,8
Sales Rep,,Investor Relations,Junior,"Aug 17, 2024",08/10/2024,2024-10-08,Informatique,Sétif,Licence,16,Temporaire,5,"Profil recherché (EN):
Responsabilités: Cloud, Teamwork, Coordination, Graphic Design
Profil: Blockchain; Leadership; Technical Writing
Compétences: Java, Leadership, UX/UI
Avantages: Graphic Design, Data Analysis, Teamwork, Digital Marketing, CAD
",Prime performance,38117,"Problem Solving, Critical Thinking, Communication, Time Management, Teamwork",6,13
DB Admin,,Training,Junior,"Jan 24, 2025",04/04/2025,2025-04-04,Santé,Hybride,Doctorat,20,CDD,5,"Profil recherché (MIX):
Responsabilités: Machine Learning, SQL, Coordination
Profil: Customer Service; Strategic Planning
Compétences:
- Research
- Graphic Design
- Digital Marketing
- Machine Learning
Avantages:
- Graphic Design
- Compliance
- Coordination
- Technical Writing
",Horaires flexibles,38423,"Office Management, Customer Service, Scheduling, Data Entry, Document Control",4,8
Risk Manager,,Public Relations,Chief,2024-07-26,2024-08-05,2024-08-05,Logistique,Saïda,Doctorat,20,CDD,3,"En tant que Chief Risk Manager, vous serez amené à coordonner les processus. Expérience requise: 2-5 ans. Éducation: Doctorat, 20 ans. Contrat: CDD. Localisation: Saïda. Département: Marketing.","Formation continue, Ticket Restaurant",58530,"Process Optimization, Quality Control, Lean Management, Supply Chain Management, Inventory Control, Logistics",2,5
AI Ethics Consultant,,Product,Senior,14/03/2025,07 May 2025,2025-05-07,Ventes,Saïda,None,0,Alternance,10,"Profil recherché (MIX):
Responsabilités: Maintenance; Leadership; SEO; Graphic Design
Profil: Python; Teamwork
Compétences: Project Mgmt; Research; Customer Service; Budgeting
Avantages: Customer Service; Excel; Research; Organization
","Participation bénéfices, Assurance santé",45471,"Critical Thinking, Teamwork, Problem Solving, Adaptability, Communication, Time Management",0,4
Event Planner,,Product,Senior,"Sep 09, 2024",15 October 2024,2024-10-15,Admin,Alger,Master,18,Temps plein,2,"As Senior Event Planner, you'll design key projects. Contrat: Temps plein. Localisation: Alger. Département: Engineering. En tant que Senior Event Planner, vous serez amené à développer l’équipe.",,51363,"Critical Thinking, Teamwork, Adaptability, Communication, Time Management",1,8
Customer Service Agent,,Corporate Affairs,Chief,22/12/2024,2025-01-12,2025-01-12,Ventes,Blida,None,0,Stage,10,"Profil recherché (MIX):
Responsabilités:
- Blockchain
- Organization
- Strategic Planning
- Negotiation
Profil: Project Mgmt, Python
Compétences: Project Mgmt; UX/UI; Technical Writing; Blockchain
Avantages: Excel, Digital Marketing
",,41167,"Scheduling, Office Management, Customer Service, Document Control, Data Entry",4,8
Blockchain Dev,,Research & Development,Senior,"May 21, 2024",2024-06-18,2024-06-18,Informatique,Tizi Ouzou,Licence,16,Temps plein,3,"Profil recherché (EN):
Responsabilités:
- Graphic Design
- SEO
- Customer Service
- Communication
Profil:
- Organization
- Logistics
- CAD
Compétences: Maintenance, UX/UI
Avantages: Cloud, Organization, Technical Writing
","Ticket Restaurant, Horaires flexibles",44585,"Time Management, Communication, Teamwork, Critical Thinking, Adaptability",3,4
Training Specialist,,Compliance,Lead,"Sep 19, 2024",23 November 2024,2024-11-23,Informatique,Sétif,Master,18,CDI,2,"Contrat: CDI. Localisation: Sétif. Département: Marketing. As Lead Training Specialist, you'll perform key projects. En tant que Lead Training Specialist, vous serez amené à coordonner l’équipe.",,41100,"Adaptability, Teamwork, Problem Solving, Communication, Time Management, Critical Thinking",3,7
CTO,,Corporate Affairs,Lead,25/05/2024,02/07/2024,2024-07-02,Ingénierie,Hybride,None,0,CDI,2,"Expérience requise: 6-9 ans. Éducation: None, 0 ans. As Lead CTO, you'll manage strategic projects. Contrat: CDI. Localisation: Hybride. Département: Operations.",,27684,"Adaptability, Time Management, Communication, Teamwork, Critical Thinking",6,9
Restaurant Manager,,Investor Relations,Lead,21 December 2024,13/01/2025,2025-01-13,Marketing,Béjaïa,Bac,12,Temps partiel,1,"As Lead Restaurant Manager, you'll perform key projects. Expérience requise: 6-10 ans. Éducation: Bac, 12 ans. En tant que Lead Restaurant Manager, vous serez amené à superviser les processus.",Assurance santé,58680,"Supply Chain Management, Inventory Control, Process Optimization, Logistics, Quality Control, Lean Management",6,10
CMO,,Procurement,Junior,12 July 2024,05/09/2024,2024-09-05,Finance,Tizi Ouzou,None,0,Volontariat,5,"Contrat: Volontariat. Localisation: Tizi Ouzou. Département: HR. As Junior CMO, you'll perform innovative projects. En tant que Junior CMO, vous serez amené à superviser les relations clients.",Horaires flexibles,45972,"Adaptability, Teamwork, Communication, Time Management, Problem Solving, Critical Thinking",10,20
Logistics Coord.,,Strategy,Mid,23 December 2024,15 March 2025,2025-03-15,Informatique,El Oued,Licence,16,Temporaire,3,"As Mid Logistics Coord., you'll perform key projects. En tant que Mid Logistics Coord., vous serez amené à développer les systèmes. Contrat: Temporaire. Localisation: El Oued. Département: IT.",Participation bénéfices,40987,"Inventory Control, Lean Management, Logistics, Supply Chain Management, Quality Control",5,7
Marketing Manager,,Design,Lead,2025-02-10,2025-03-09,2025-03-09,Ingénierie,Constantine,None,0,Volontariat,3,"Contrat: Volontariat. Localisation: Constantine. Département: Engineering. En tant que Lead Marketing Manager, vous serez amené à développer les processus. As Lead Marketing Manager, you'll design key projects.","Formation continue, Ticket Restaurant, Voiture de fonction",71431,"Content Strategy, Email Marketing, Public Relations, Campaign Planning",10,15
Chem. Engineer,,Quality Assurance,Lead,13 May 2024,14 July 2024,2024-07-14,Finance,Oran,None,0,Temporaire,5,"Profil recherché (MIX):
Responsabilités: Excel, UX/UI
Profil: Organization, Technical Writing, Java, Strategic Planning, Digital Marketing
Compétences: Excel, CAD, Java, Research
Avantages:
- Teamwork
- Data Analysis
",,61278,"DevOps, Python, Network Security, C++, SQL",5,13
DB Admin,,Administration,Senior,06/05/2024,2024-05-20,2024-05-20,Ingénierie,Blida,None,0,Stage,5,"Profil recherché (EN):
Responsabilités: Technical Writing; Negotiation
Profil: Blockchain, Compliance, Network Security
Compétences:
- Maintenance
- Excel
- Machine Learning
- Strategic Planning
Avantages: CAD, Data Analysis
","Horaires flexibles, Formation continue, Voiture de fonction",36244,"Data Entry, Document Control, Customer Service, Scheduling",7,14
Video Editor,,Investor Relations,Mid,2024-09-01,30/11/2024,2024-11-30,Marketing,Alger,Bac,12,Stage,3,"Profil recherché (MIX):
Responsabilités: Teamwork; Maintenance; Java; Organization
Profil: Leadership; CAD
Compétences:
- Maintenance
- Research
- Cloud
Avantages:
- Coordination
- Machine Learning
",,101069,"Docker, Kubernetes, SQL, C++, Network Security, Python",10,12
PR Officer,,Investor Relations,Senior,22 November 2024,2025-02-13,2025-02-13,Santé,Tlemcen,Master,18,Freelance,10,"As Senior PR Officer, you'll lead key projects. En tant que Senior PR Officer, vous serez amené à gérer les systèmes. Expérience requise: 0-4 ans. Éducation: Master, 18 ans.","Télétravail partiel, Participation bénéfices, Assurance santé",34614,"Teamwork, Problem Solving, Adaptability, Communication, Time Management, Critical Thinking",0,4
Translator,,Administration,Lead,27/07/2024,2024-08-30,2024-08-30,RH,Tlemcen,None,0,CDI,10,"Contrat: CDI. Localisation: Tlemcen. Département: Operations. En tant que Lead Translator, vous serez amené à superviser les relations clients. Expérience requise: 9-14 ans. Éducation: None, 0 ans.","Participation bénéfices, Ticket Restaurant, Horaires flexibles",32444,"Adaptability, Time Management, Teamwork, Critical Thinking, Problem Solving, Communication",9,14
Chem. Engineer,,Public Relations,Mid,2024-08-09,18 September 2024,2024-09-18,Ventes,Alger,Bac,12,CDI,1,"As Mid Chem. Engineer, you'll design innovative projects. Contrat: CDI. Localisation: Alger. Département: Legal. Expérience requise: 9-11 ans. Éducation: Bac, 12 ans.","Participation bénéfices, Formation continue",98349,"Cloud Computing, Java, C++, Machine Learning, DevOps, SQL",9,11
Env. Consultant,,Risk Management,Junior,"Jul 09, 2024",2024-09-15,2024-09-15,Admin,Béjaïa,Master,18,CDI,3,"As Junior Env. Consultant, you'll perform strategic projects. Expérience requise: 4-4 ans. Éducation: Master, 18 ans. En tant que Junior Env. Consultant, vous serez amené à développer l’équipe.",,44883,"Critical Thinking, Adaptability, Teamwork, Time Management, Problem Solving",4,4
Fashion Designer,,Training,Junior,18 September 2024,2024-10-05,2024-10-05,Admin,Télétravail,Bac,12,Temps partiel,5,"Profil recherché (EN):
Responsabilités:
- Graphic Design
- Teamwork
- Data Analysis
- SQL
Profil:
- Budgeting
- UX/UI
- Logistics
- Machine Learning
Compétences: Technical Writing, Leadership, Digital Marketing
Avantages: Graphic Design; Cloud; SEO; Coordination
","Horaires flexibles, Ticket Restaurant",33104,"Adobe Photoshop, Sketch, Figma, Prototyping, UX Research, Typography",7,10
Blockchain Dev,,Administration,Chief,11/12/2024,26/12/2024,2024-12-26,Marketing,Tlemcen,Master,18,CDI,2,"As Chief Blockchain Dev, you'll design strategic projects. Expérience requise: 5-15 ans. Éducation: Master, 18 ans. En tant que Chief Blockchain Dev, vous serez amené à développer les processus.","Horaires flexibles, Voiture de fonction",32679,"Adaptability, Teamwork, Communication, Problem Solving, Time Management",5,15
Financial Analyst,,Technical Support,Junior,09 December 2024,11 February 2025,2025-02-11,Juridique,Tlemcen,None,0,Volontariat,10,"Expérience requise: 8-13 ans. Éducation: None, 0 ans. As Junior Financial Analyst, you'll lead critical projects. En tant que Junior Financial Analyst, vous serez amené à superviser l’équipe.","Participation bénéfices, Voiture de fonction",87505,"Excel, SAP, Risk Management, Budgeting, Forecasting",8,13
Tech Writer,,Administration,Mid,"Apr 21, 2025",2025-04-28,2025-04-28,Admin,Télétravail,Master,18,CDD,3,"Expérience requise: 4-8 ans. Éducation: Master, 18 ans. As Mid Tech Writer, you'll manage critical projects. Contrat: CDD. Localisation: Télétravail. Département: Marketing.",,75065,"Network Security, DevOps, Kubernetes, C++, Cloud Computing",4,8
Investment Banker,,IT Support,Chief,2024-07-19,2024-08-04,2024-08-04,Ventes,Télétravail,None,0,Temps plein,5,"As Chief Investment Banker, you'll perform strategic projects. Expérience requise: 5-5 ans. Éducation: None, 0 ans. Contrat: Temps plein. Localisation: Télétravail. Département: Finance.","Formation continue, Voiture de fonction",75701,"Budgeting, Forecasting, Excel, Investment Strategies",5,5
