employee_id,age,gender,job_title,department,experience_years,current_salary_dzd,skills
EMPZJOZK8,47,Female,Serveur Lounge,Business Intelligence,1,61636,"Time Management, Communication, Piloting, Leadership"
EMPTXTGMN,28,Female,Délégué Commercial,Investor Relations,1,49235,"Teamwork, Leadership, Dentistry"
EMPESBNDI,54,Male,Archaeologist,Innovation,0,384131,"Communication, Problem Solving, Photography, Dentistry"
EMPKPGXV0,42,Female,Contrôleur de Gestion,Data Protection,6,70198,"Problem Solving, Teamwork, Time Management"
EMPVCTZE7,54,Male,Analyste Pricing,Sustainability,3,55834,"Time Management, Teamwork, Dentistry"
EMPC4CNLB,39,Female,Chargé Back Office (H/F) | Agence Bejaïa,Public Relations,3,70947,"Time Management, Leadership, Teamwork, Leadership"
EMPNZQJF5,30,Male,IT Security Engineer (H/F),Data Protection,1,69574,"Communication, Time Management, Culinary Arts"
EMPP7CZ7W,51,Male,un(e) Téléopérateur(trice) Support Client IT / Assistant(e) Support IT.,Data Protection,6,33394,"Teamwork, Leadership, Woodworking, Leadership"
EMPDF946W,30,Female,Opérateur de pont roulant,Data Protection,2,54868,"Time Management, Teamwork, Time Management"
EMP1TLR28,59,Male,Spécialiste du marketing opérationnel,Innovation,6,78328,"Teamwork, Communication, Communication, Problem Solving"
EMPTHC1ET,31,Female,Femme / Valet de chambre (Agent d’Entretien),Corporate Affairs,2,55591,"Leadership, Communication, Dentistry"
EMPD2PR5L,35,Female,TS en Systèmes Informatique,Public Relations,5,62731,"Teamwork, Time Management, Beekeeping"
EMP99F5F1,51,Male,vendeur(se) en pharmacie,Investor Relations,3,35183,"Teamwork, Time Management, Beekeeping, Leadership"
EMPJPGJ7A,43,Female,Opérateur de Production,Public Relations,7,71983,"Time Management, Problem Solving, Culinary Arts, Beekeeping, Problem Solving"
EMPD0UPER,52,Male,Comptable,Corporate Affairs,2,55646,"Time Management, Leadership, Dentistry, Problem Solving, Communication"
EMPYGXGQF,43,Female,COIFFEUSE ,Investor Relations,4,60639,"Leadership, Problem Solving, Culinary Arts, Dentistry"
EMPCHPCSW,33,Male,CHARGE DE SUPPORT APPLICATIF,Sustainability,1,55291,"Communication, Time Management, Dentistry"
EMPFTJPAO,43,Female,"Correspondants Qualité, Santé, Sécurité et Environnement (CQSSE).",Investor Relations,5,59229,"Leadership, Time Management, Time Management"
EMP8ZYGOU,49,Female,Chargé(e) d'affaires IT (IT Business Developper) 100% Télétravail,Procurement,2,62849,"Communication, Problem Solving, Leadership"
EMPZ35NON,44,Female,Infographe,Health & Safety,5,71586,"Leadership, Problem Solving, Dentistry"
EMP4WAP5J,46,Female,Superviseur des ventes,Quality Control,5,68532,"Communication, Teamwork, Woodworking"
EMPVU4A0X,35,Female,Community Manager,Procurement,6,74772,"Teamwork, Leadership, Time Management, Communication"
EMPIXSIQZ,55,Male,Téléconseillers,Procurement,2,67320,"Leadership, Problem Solving, Teamwork, Dentistry"
EMPMO1CM0,36,Male,Caissier (H-F) Centre d'affaires BLIDA,Health & Safety,4,32127,"Communication, Leadership, Problem Solving, Communication"
EMPM36QI5,31,Female,CHAUFFEUR DE DIRECTION GENERALE,Corporate Affairs,1,56671,"Communication, Problem Solving, Piloting, Problem Solving"
EMPMOQD9W,46,Male,TS Bases de Données et Applications (SI),Research & Development,1,65990,"Problem Solving, Time Management, Piloting"
EMPHC9WL3,38,Male,Délégué Commercial,Data Protection,3,55740,"Communication, Problem Solving, Dentistry, Piloting, Problem Solving"
EMP0N3LF7,43,Male,Chauffeur Vendeur,Innovation,1,65435,"Leadership, Teamwork, Culinary Arts"
EMP61SV94,31,Female,Juriste,Data Protection,2,78064,"Teamwork, Time Management, Dentistry, Problem Solving"
EMPCOZGDF,36,Female,controle qualite,Quality Control,0,60894,"Communication, Time Management, Time Management, Leadership"
EMPEMXULY,54,Female,Ingénieur études et méthodes,Public Relations,1,74634,"Teamwork, Communication, Woodworking, Piloting"
EMPK7EDIQ,26,Female,AGENT HSE,Procurement,5,62583,"Teamwork, Communication, Problem Solving, Teamwork"
EMP4WGQHK,41,Male,Comptable Principal,Innovation,5,60582,"Communication, Leadership, Problem Solving"
EMPKJ0MM3,45,Female,Agent Polyvalent,Investor Relations,4,35833,"Teamwork, Communication, Communication, Dentistry"
EMPVDR1HZ,28,Female,Développeur FULLSTACK Web,Data Protection,3,59524,"Leadership, Teamwork, Woodworking"
EMPREI2HP,37,Female,directeur industriel,Quality Control,12,74840,"Problem Solving, Leadership, Communication"
EMPZ3L5TF,43,Female,HR Business Partner (H/F),Innovation,1,62439,"Leadership, Teamwork, Photography"
EMPHNFPL8,32,Female,"Assistante Traductrice "" Turc - Anglais """,Sustainability,5,76117,"Teamwork, Leadership, Dentistry, Leadership"
EMPAHQPUL,33,Female,"Développeur de Réseau de distribution Centre "" Marketing """,Innovation,3,69406,"Communication, Time Management, Woodworking"
EMPYMTKTV,49,Female,Relation Client et prospection ,Data Protection,7,55422,"Time Management, Teamwork, Leadership"
EMPABZFQO,30,Female,Aide Opérateur de Production (Système rotation),Procurement,2,54650,"Time Management, Teamwork, Leadership, Woodworking"
EMPCXLEVU,24,Female,Superviseur pose,Health & Safety,0,70279,"Problem Solving, Teamwork, Photography"
EMP7NW86V,60,Male,Réceptionniste,Business Intelligence,5,64772,"Communication, Problem Solving, Teamwork"
EMP5BQYYD,38,Male,Ingénieur Business Intelligence,Business Intelligence,2,27178,"Time Management, Problem Solving, Culinary Arts"
EMPTRCCDJ,59,Male,Chef de projet et BIM coordinateur,Corporate Affairs,6,58656,"Leadership, Teamwork, Beekeeping, Leadership, Time Management"
EMPDZMUJG,45,Male,Commerciale,Research & Development,2,73428,"Leadership, Teamwork, Woodworking, Diving, Dentistry"
EMPZY5TFI,24,Female,Superviseur process,Research & Development,2,60701,"Problem Solving, Leadership, Photography, Piloting"
EMPKALS1I,58,Male,Assistant chargé du marketing,Corporate Affairs,6,34329,"Time Management, Problem Solving, Communication"
EMPHVIL81,41,Male,Téléconseillers,Quality Control,0,67792,"Time Management, Teamwork, Woodworking"
EMPFXQK2X,44,Male,Acheteur  - Industriel -,Public Relations,6,69347,"Communication, Time Management, Dentistry, Beekeeping, Diving"
EMPQKX5S0,56,Male,Technicien Laboratoire,Corporate Affairs,1,73412,"Leadership, Time Management, Leadership, Culinary Arts"
EMPQ0SFF7,28,Female,CADRE FINANCIER,Corporate Affairs,1,79737,"Communication, Problem Solving, Piloting"
EMPV8M8B7,41,Male,Electricien,Customer Experience,2,54435,"Leadership, Teamwork, Diving, Piloting"
EMPTMOHTY,59,Male,Medical Representative,Public Relations,2,61537,"Communication, Leadership, Communication, Woodworking"
EMPMJQY7D,34,Female,COMPTABLE FOURNISSEURS,Investor Relations,4,74992,"Problem Solving, Time Management, Woodworking, Time Management, Communication"
EMPQJYXRS,24,Male,Chargée de Logistique,Investor Relations,2,60116,"Problem Solving, Communication, Diving, Photography"
EMP1IRC4S,36,Male,Tourneur / Soudeur,Public Relations,3,67381,"Problem Solving, Communication, Culinary Arts"
EMP6GYTSM,58,Male,Contrôleur de Gestion et de recouvrement,Corporate Affairs,3,34937,"Teamwork, Problem Solving, Leadership"
EMPO6QR91,44,Female,Chargé des Opérations,Research & Development,3,55433,"Communication, Time Management, Photography"
EMPT3IXGE,46,Male,Délégué commercial,Procurement,1,84949,"Communication, Teamwork, Problem Solving, Woodworking"
EMPPN1AVU,42,Female,Ingénieur méthodes de production  – Bordj Bou Arreridj,Health & Safety,8,71516,"Communication, Problem Solving, Woodworking, Culinary Arts, Problem Solving"
EMPLRNNNQ,60,Male,Gestionnaire Opérations (H/f) Cheraga,Procurement,1,77910,"Problem Solving, Leadership, Piloting"
EMPPGZVSX,38,Male,Business Analyst,Quality Control,4,57645,"Communication, Leadership, Woodworking, Time Management"
EMPZ8D26U,57,Female,Commercial Formation,Business Intelligence,5,72511,"Leadership, Problem Solving, Photography, Photography, Woodworking"
EMPDH4SUG,25,Female,AGENT DE SECURITE,Business Intelligence,1,51125,"Time Management, Leadership, Dentistry, Teamwork"
EMP18HDYA,34,Male,Chauffeur avec Véhicule,Quality Control,14,45181,"Problem Solving, Communication, Beekeeping, Leadership"
EMPJX3X04,56,Male,Conseiller juridique,Research & Development,1,71400,"Communication, Time Management, Piloting, Teamwork"
EMPUKMVM0,46,Female,Assistante Administrative & Financière,Innovation,7,56946,"Communication, Problem Solving, Leadership"
EMP3CM2UV,49,Male,Un Chef de produit  H/F,Investor Relations,7,59594,"Leadership, Problem Solving, Culinary Arts, Leadership, Dentistry"
EMPXX7BU9,48,Female,Responsable Bureau d'étude mécanique,Public Relations,9,82404,"Teamwork, Communication, Dentistry"
EMPOQ2ILH,58,Female,Chef de projet développement RH,Customer Experience,9,64687,"Communication, Time Management, Communication"
EMPRO389G,28,Male,Area Sales Manager  Est,Sustainability,6,80423,"Time Management, Communication, Teamwork"
EMP860FR7,44,Male,SUPERVISEUR HSE,Corporate Affairs,6,47719,"Time Management, Teamwork, Diving, Culinary Arts, Time Management"
EMP0T5GZV,43,Male,Architecte,Investor Relations,5,79620,"Communication, Leadership, Dentistry, Piloting, Beekeeping"
EMP3A5ELZ,30,Male,Commercial,Innovation,0,76011,"Leadership, Problem Solving, Dentistry, Problem Solving"
EMPBR5E3U,30,Male,Ingénieur planning/cost contrôle,Public Relations,13,64166,"Time Management, Problem Solving, Beekeeping, Photography"
EMPBQPSPT,54,Male,Accounting Manager,Research & Development,5,63087,"Teamwork, Leadership, Photography, Communication"
EMPQNAT9H,28,Female,Livreur,Innovation,7,74509,"Problem Solving, Communication, Teamwork"
EMPRNOKVD,22,Male,Commercial Sédentaire,Data Protection,5,74129,"Teamwork, Communication, Time Management, Dentistry"
EMP46MV9D,60,Female,Délégué Commercial,Investor Relations,7,30142,"Communication, Problem Solving, Piloting, Culinary Arts, Dentistry"
EMPAO266O,60,Male,Chauffeur Démarcheur,Sustainability,7,33831,"Problem Solving, Teamwork, Photography, Beekeeping"
EMPZICXSA,52,Male,Commercial,Innovation,7,53242,"Leadership, Communication, Woodworking, Time Management"
EMPTBOM1V,32,Female,Opérateur de chariot élévateur,Investor Relations,4,62163,"Communication, Teamwork, Beekeeping"
EMP9OPMPV,34,Female,Électrotechnicien,Data Protection,4,25157,"Communication, Teamwork, Beekeeping, Dentistry"
EMPEZSZBB,40,Female,"Chef de Département Fiscalité , Comptabilité Générale et Reporting",Research & Development,12,75680,"Problem Solving, Communication, Photography, Beekeeping"
EMPSY3X9K,24,Female,Chef de Compte Secteur (Délégué Commercial),Corporate Affairs,0,68895,"Communication, Problem Solving, Dentistry, Diving"
EMPAB6ATW,29,Female,Merchandiser / Alger,Research & Development,0,63376,"Time Management, Teamwork, Piloting, Problem Solving"
EMPUW2CFD,28,Male,Chargé de recrutement alternance,Investor Relations,2,63108,"Problem Solving, Communication, Dentistry"
EMPIYPMJP,36,Female,Marketing Spécialiste,Research & Development,4,78332,"Leadership, Time Management, Piloting, Beekeeping, Time Management"
EMPNDWB85,26,Female,Ingénieur Charpente Métallique (suivi),Investor Relations,6,85234,"Time Management, Leadership, Communication"
EMPHV5ULG,47,Female,Correspondant Social et Mutuelle,Sustainability,0,62611,"Time Management, Leadership, Time Management"
EMPV31MYU,49,Male,SUPERVISEUR HSE,Customer Experience,7,61911,"Teamwork, Problem Solving, Photography"
EMPVLMSX0,43,Male,Visiteur Médical ( Alger Centre et Ouest),Procurement,4,74823,"Communication, Time Management, Dentistry, Beekeeping"
EMPNGQVPN,40,Male,Attaché d'Administration Niv-01,Business Intelligence,2,66421,"Leadership, Teamwork, Teamwork, Diving"
EMP9VK3UR,41,Female,Microwave Engineer,Data Protection,12,40535,"Time Management, Communication, Beekeeping, Leadership"
EMPKBIJWV,24,Female,Chargée de marketing et de ventes,Public Relations,4,57858,"Communication, Time Management, Photography, Time Management, Communication"
EMPG9LL9X,27,Female,Électricien Industriel,Business Intelligence,5,66782,"Time Management, Teamwork, Photography"
EMP5NSI87,32,Male,Technicien / Ingénieur mécanique industriel,Investor Relations,3,60030,"Teamwork, Communication, Leadership"
EMPHWBEGT,24,Female,Ingénieur Procurement,Quality Control,1,53934,"Problem Solving, Communication, Culinary Arts, Culinary Arts"
EMP380KTC,49,Female,ingénieur en éléctricité,Public Relations,3,57146,"Communication, Leadership, Culinary Arts"
EMPLT28SS,52,Male,Ingénieur Aéronautique / Service Gestion des Donnée et Suivi des Performances,Research & Development,4,53304,"Communication, Teamwork, Dentistry, Diving"
EMPSENIG3,43,Female,Secrétaire de direction,Corporate Affairs,7,73594,"Communication, Leadership, Dentistry, Culinary Arts, Leadership"
EMPM94LO9,45,Female,Responsable Contrôle Qualité et Formulation,Quality Control,8,63210,"Time Management, Problem Solving, Diving, Time Management, Dentistry"
EMPX6BFK0,36,Female,Chargé de Veille Media,Customer Experience,7,71014,"Communication, Problem Solving, Diving"
EMP0Y50K7,50,Female,Directeur Qualité,Research & Development,10,84180,"Communication, Teamwork, Beekeeping, Culinary Arts"
EMPD1B6WK,34,Male,Chargé d'exploitation transport,Health & Safety,8,61001,"Communication, Problem Solving, Problem Solving, Beekeeping"
EMP68GFRL,59,Female,Chef de Parc,Data Protection,1,71266,"Communication, Teamwork, Woodworking, Time Management"
EMP053AEM,40,Female,Agent Polyvalent,Business Intelligence,2,58934,"Communication, Teamwork, Diving"
EMPCJU492,25,Female,Chef de Compte Secteur (Délégué Commercial),Public Relations,4,60131,"Teamwork, Leadership, Diving, Piloting"
EMP4D2FZX,55,Female,Corporate & Sustainability Affairs Manager,Investor Relations,5,86564,"Time Management, Teamwork, Culinary Arts, Leadership"
EMP470X90,29,Male,Agent(e) Commercial(e),Corporate Affairs,1,33716,"Time Management, Communication, Time Management, Problem Solving"
EMPABER9X,50,Female,Merchandiser(Batna),Data Protection,4,66473,"Leadership, Teamwork, Dentistry"
EMPKB94PE,43,Female,Chauffeur,Data Protection,11,54359,"Leadership, Communication, Woodworking, Piloting"
EMP3CQ474,38,Male,Chargée marketing,Business Intelligence,0,64216,"Communication, Problem Solving, Beekeeping, Diving"
EMPJYMCNZ,26,Male,Cloud Solution Engineer,Data Protection,0,67540,"Problem Solving, Teamwork, Piloting, Piloting, Culinary Arts"
EMPO8YD5Z,36,Female,Cybersecurity Specialist (Red Team),Investor Relations,4,51173,"Problem Solving, Leadership, Communication"
EMP9QN4QC,28,Male,peintre industriel,Corporate Affairs,7,64656,"Time Management, Problem Solving, Photography, Leadership, Woodworking"
EMPIVMG87,29,Female,Conseiller Clientèle de Particuliers / Agence Biskra,Sustainability,4,67513,"Communication, Leadership, Time Management"
EMPNJGIPF,38,Female,Ingénieur en Construction Métallique,Sustainability,12,61444,"Time Management, Problem Solving, Woodworking"
EMPX21PTW,56,Female,Cadre financier  Sénior,Quality Control,4,58004,"Leadership, Teamwork, Dentistry, Diving"
EMP1GZ6DF,52,Female,Ingénieur Mécanique- HVAC,Research & Development,7,62879,"Time Management, Problem Solving, Woodworking"
EMPAT85TB,46,Female,TECHNICIEN REGLEUR EN PLASTURGIE,Business Intelligence,11,65652,"Problem Solving, Teamwork, Time Management, Teamwork"
EMPCC54SA,48,Male,Gestionnaire Ressources Humaines,Customer Experience,3,72498,"Problem Solving, Leadership, Dentistry"
EMP9TVB0T,32,Male,Dame de ménage,Health & Safety,5,71951,"Teamwork, Leadership, Dentistry, Teamwork"
EMPLF8Y44,23,Male,Directeur Business Development,Data Protection,3,57025,"Problem Solving, Communication, Piloting, Culinary Arts"
EMPQLN72A,35,Male,ASSISTANTE ADMINISTRATIVE,Procurement,4,66781,"Problem Solving, Time Management, Teamwork, Diving"
EMPKZRIX4,38,Female,Community manager,Research & Development,1,61318,"Communication, Leadership, Diving, Dentistry, Time Management"
EMP5NY19P,25,Male,Inspection Engineer,Innovation,7,64494,"Teamwork, Problem Solving, Photography, Photography, Diving"
EMP2QALHP,27,Female,Secretaire medicale (biologiste),Procurement,1,70681,"Teamwork, Leadership, Diving, Leadership, Photography"
EMPG818EV,51,Male,gestionnaire de stocks,Public Relations,7,35501,"Teamwork, Problem Solving, Woodworking, Beekeeping"
EMPW1K3B7,40,Male,Technicien HSE ou ingénieur HSE,Data Protection,1,55624,"Time Management, Teamwork, Culinary Arts, Dentistry, Teamwork"
EMPDEBOS8,37,Male,Approvisionneur Senior Technique,Health & Safety,9,70960,"Time Management, Teamwork, Leadership"
EMP3M0LUD,28,Female,Tax technician,Corporate Affairs,6,55197,"Communication, Time Management, Beekeeping, Photography"
EMPP6Y37C,59,Female,Architecte - BECHAR,Health & Safety,7,64248,"Problem Solving, Leadership, Problem Solving, Beekeeping"
EMPIAVGKB,23,Male,Télé-sales,Corporate Affairs,4,68017,"Problem Solving, Leadership, Photography, Time Management"
EMPUL2VSH,40,Male,Responsable Moyens Généraux,Data Protection,11,75124,"Problem Solving, Communication, Piloting, Dentistry"
EMPXT0OVC,56,Male,Marketing digital,Sustainability,7,52099,"Time Management, Problem Solving, Photography"
EMPSJOVID,43,Male,Développeur Fullstack Java springboot / AngularJS,Customer Experience,7,78795,"Leadership, Time Management, Communication"
EMPAVTZ9Q,36,Female,Etalagiste,Research & Development,2,44514,"Communication, Leadership, Dentistry, Problem Solving"
