skills,experience,salary,location,job_interest,sector,education_level,job_id
"Medical Terminology, EMR, CPR, Patient Care, Anatomy",6,128476,Biskra,Healthcare,Health,Ingénieur,14378
"React, WordPress, HTML, JavaScript",12,117109,Blida,Web Development,Information Technology,Ingénieur,14379
"Git, Python, SQL, Spring",2,110597,Tizi Ouzou,Software Engineering,Information Technology,High School,14380
"Safety Procedures, Site Management, Blueprint Reading, Masonry",1,116357,Tizi Ouzou,Construction,Construction,Bachelor's,14381
"Investment, Excel, Financial Analysis",1,83015,Skikda,Finance,Business,Technical Diploma,14382
"Teaching, Mentoring, Assessment, E-Learning",2,35493,Batna,Education,Education,Technical Diploma,14383
"EMR, Medical Terminology, Anatomy, Phlebotomy, Patient Care, CPR",1,120170,Bordj Bou Arreridj,Healthcare,Health,No Formal Education,14384
"Linux, Security, Windows Server, Networking",4,94495,Relizane,System Administration,Information Technology,Ingénieur,14385
"Customer Service, Reservation Systems, Food Safety",1,65161,Ouargla,Hospitality,Tourism & Hospitality,Technical Diploma,14386
"EMR, Phlebotomy, Medical Terminology, Anatomy",2,81730,M'Sila,Healthcare,Health,Master's,14387
"Risk Management, Investment, Excel, Financial Analysis, Auditing, Accounting",6,67184,Oran,Finance,Business,High School,14388
"CSS, Node.js, React, HTML, JavaScript",8,128750,Bejaia,Web Development,Information Technology,Doctorate,14389
"Masonry, Plumbing, Safety Procedures, Site Management, Carpentry",6,118820,Tlemcen,Construction,Construction,Ingénieur,14390
"Content Creation, Social Media, Copywriting, Analytics",1,79503,Bejaia,Marketing,Business,High School,14391
"Risk Management, Investment, Excel",5,104444,M'Sila,Finance,Business,High School,14392
"Linux, Networking, Security",1,119641,Chlef,System Administration,Information Technology,Doctorate,14393
"Virtualization, Scripting, Windows Server, Security",3,129645,Batna,System Administration,Information Technology,Bachelor's,14394
"Design, Project Management, AutoCAD, Blueprint Reading, SolidWorks, MATLAB",7,85380,Setif,Engineering,Engineering,Bachelor's,14395
"Case Management, Regulatory Compliance, Negotiation",3,65171,Skikda,Legal,Legal,Bachelor's,14396
"Sales Forecasting, CRM, Customer Service, Lead Generation, Negotiation, Cold Calling",1,133412,Blida,Sales,Business,Master's,14397
"3D Modeling, Illustrator, Photoshop, Creativity",2,112787,Annaba,Art & Design,Creative,Doctorate,14398
"Litigation, Contracts, Case Management",4,67085,Skikda,Legal,Legal,Technical Diploma,14399
"Legal Research, Case Management, Litigation, Negotiation, Regulatory Compliance",2,60014,Biskra,Legal,Legal,Doctorate,14400
"Reservation Systems, Front Desk, Event Planning",10,70205,Tizi Ouzou,Hospitality,Tourism & Hospitality,Technical Diploma,14401
"Teaching, Classroom Management, E-Learning",12,137159,Oran,Education,Education,No Formal Education,14402
"SIEM, Forensics, Ethical Hacking, Firewalls, Penetration Testing, Network Security",4,69067,M'Sila,Cybersecurity,Information Technology,No Formal Education,14403
"EMR, Anatomy, Medical Terminology",1,144057,Mostaganem,Healthcare,Health,No Formal Education,14404
"SolidWorks, AutoCAD, Design, Blueprint Reading",6,73599,Chlef,Engineering,Engineering,Doctorate,14405
"Teaching, Assessment, Classroom Management, E-Learning",2,72691,Setif,Education,Education,Bachelor's,14406
"Security, Windows Server, Virtualization, Networking",1,67710,Batna,System Administration,Information Technology,High School,14407
"SIEM, Ethical Hacking, Penetration Testing, Network Security",11,117558,Oran,Cybersecurity,Information Technology,Bachelor's,14408
"Customer Service, Cold Calling, Sales Forecasting, CRM, Negotiation",2,39188,Sidi Bel Abbès,Sales,Business,Master's,14409
"Python, Java, REST",1,99555,Annaba,Software Engineering,Information Technology,Ingénieur,14410
"Copywriting, Analytics, Content Creation",4,60836,Biskra,Marketing,Business,Bachelor's,14411
"Photoshop, 3D Modeling, Graphic Design, Illustrator, Creativity",6,65488,Setif,Art & Design,Creative,Master's,14412
"Warehouse Ops, Inventory Management, Supply Chain, Fleet Management, Routing",3,79541,Biskra,Logistics,Supply Chain,Doctorate,14413
"AutoCAD, Project Management, Design, Blueprint Reading, MATLAB, SolidWorks",1,71288,Ouargla,Engineering,Engineering,Ingénieur,14414
"Anatomy, Patient Care, Phlebotomy, Medical Terminology, EMR",4,153144,Bejaia,Healthcare,Health,Master's,14415
"Accounting, Risk Management, Budgeting, Financial Analysis",4,41494,Biskra,Finance,Business,Doctorate,14416
"Plumbing, Blueprint Reading, Site Management, Safety Procedures, Carpentry, Masonry",1,117344,Sidi Bel Abbès,Construction,Construction,Bachelor's,14417
"Creativity, Photoshop, UI/UX, Illustrator, 3D Modeling, Graphic Design",11,104603,Bejaia,Art & Design,Creative,Ingénieur,14418
"SolidWorks, Design, Blueprint Reading, MATLAB, Project Management, AutoCAD",11,174927,Ouargla,Engineering,Engineering,No Formal Education,14419
"Data Visualization, SQL, Python, Machine Learning",1,135711,Setif,Data Science,Information Technology,Technical Diploma,14420
"Branding, Social Media, Copywriting, SEO, Content Creation, Analytics",2,119256,M'Sila,Marketing,Business,High School,14421
"Cold Calling, Lead Generation, Customer Service",1,109663,M'Sila,Sales,Business,Technical Diploma,14422
"Forensics, SIEM, Network Security, Ethical Hacking",3,178730,Bejaia,Cybersecurity,Information Technology,Doctorate,14423
"WordPress, Responsive Design, JavaScript",7,91145,Sidi Bel Abbès,Web Development,Information Technology,Technical Diploma,14424
"Irrigation, Agro-tech, Tractor Operation, Crop Management",1,117844,Ouargla,Agriculture,Agriculture,Technical Diploma,14425
"Litigation, Case Management, Regulatory Compliance, Negotiation",9,111059,Oran,Legal,Legal,Ingénieur,14426
"R, Statistics, SQL, Machine Learning, TensorFlow",11,133472,Biskra,Data Science,Information Technology,Bachelor's,14427
"Litigation, Contracts, Negotiation, Case Management, Legal Research, Regulatory Compliance",3,170042,Bordj Bou Arreridj,Legal,Legal,Ingénieur,14428
"Event Planning, Food Safety, Customer Service",7,66911,Tipaza,Hospitality,Tourism & Hospitality,Bachelor's,14429
"Risk Management, Auditing, Investment",13,86289,Tipaza,Finance,Business,Doctorate,14430
"Illustrator, UI/UX, Creativity, Graphic Design, 3D Modeling, Photoshop",6,78239,Sidi Bel Abbès,Art & Design,Creative,Bachelor's,14431
"Copywriting, Branding, Social Media, SEO",1,144275,Batna,Marketing,Business,Master's,14432
"Illustrator, Graphic Design, Creativity",1,144450,Bordj Bou Arreridj,Art & Design,Creative,High School,14433
"Forensics, Ethical Hacking, Network Security, Firewalls",12,178558,Skikda,Cybersecurity,Information Technology,High School,14434
"Machine Learning, Statistics, SQL, Python, TensorFlow",2,149755,Skikda,Data Science,Information Technology,High School,14435
"Regulatory Compliance, Litigation, Negotiation, Case Management, Contracts, Legal Research",7,46009,Ouargla,Legal,Legal,No Formal Education,14436
"Front Desk, Reservation Systems, Event Planning, Customer Service",5,97520,Batna,Hospitality,Tourism & Hospitality,High School,14437
"Plumbing, Safety Procedures, Masonry",7,54312,Bordj Bou Arreridj,Construction,Construction,Doctorate,14438
"Patient Care, CPR, EMR, Medical Terminology",5,110781,Blida,Healthcare,Health,No Formal Education,14439
"Supply Chain, Inventory Management, Warehouse Ops, Routing, Fleet Management",2,44623,Bordj Bou Arreridj,Logistics,Supply Chain,Doctorate,14440
"Soil Testing, Agro-tech, Pest Control, Crop Management, Tractor Operation, Irrigation",6,108567,Sidi Bel Abbès,Agriculture,Agriculture,Doctorate,14441
"Blueprint Reading, Site Management, Plumbing, Safety Procedures",10,57521,Mostaganem,Construction,Construction,Ingénieur,14442
"Masonry, Carpentry, Blueprint Reading",9,143817,Sidi Bel Abbès,Construction,Construction,High School,14443
"CSS, Node.js, HTML, JavaScript, Responsive Design",1,138604,Oran,Web Development,Information Technology,Bachelor's,14444
"Tractor Operation, Soil Testing, Irrigation, Agro-tech, Pest Control, Crop Management",7,53446,Biskra,Agriculture,Agriculture,Doctorate,14445
"Security, Linux, Virtualization, Networking",6,69759,Tlemcen,System Administration,Information Technology,No Formal Education,14446
"Google Ads, Copywriting, Social Media",2,91585,Constantine,Marketing,Business,Master's,14447
"Firewalls, SIEM, Ethical Hacking, Network Security",2,92756,Skikda,Cybersecurity,Information Technology,Master's,14448
"EMR, Phlebotomy, Anatomy, CPR, Medical Terminology, Patient Care",10,129776,Blida,Healthcare,Health,Doctorate,14449
"Branding, Google Ads, SEO, Analytics, Content Creation, Copywriting",12,60792,M'Sila,Marketing,Business,Ingénieur,14450
"Blueprint Reading, Carpentry, Safety Procedures, Masonry, Plumbing",1,168661,Oran,Construction,Construction,Master's,14451
"C++, Git, Python, Django",13,59279,Bejaia,Software Engineering,Information Technology,Technical Diploma,14452
"Project Management, SolidWorks, AutoCAD",12,118302,Ouargla,Engineering,Engineering,Master's,14453
"Carpentry, Site Management, Masonry, Blueprint Reading, Plumbing, Safety Procedures",2,91740,Tipaza,Construction,Construction,High School,14454
"Google Ads, Analytics, Copywriting",12,60139,Relizane,Marketing,Business,Technical Diploma,14455
"Virtualization, Windows Server, Networking",5,77548,Bordj Bou Arreridj,System Administration,Information Technology,Technical Diploma,14456
"Node.js, CSS, HTML, Responsive Design",14,53629,Ghardaia,Web Development,Information Technology,Ingénieur,14457
"Negotiation, CRM, Lead Generation, Customer Service, Cold Calling",12,51945,Relizane,Sales,Business,Doctorate,14458
"Python, R, Statistics",3,191473,M'Sila,Data Science,Information Technology,Master's,14459
"Plumbing, Masonry, Blueprint Reading, Safety Procedures, Site Management, Carpentry",4,124781,Blida,Construction,Construction,Doctorate,14460
"3D Modeling, Graphic Design, Photoshop",12,116420,Biskra,Art & Design,Creative,Bachelor's,14461
"Java, C++, JavaScript, Git",2,162543,Tipaza,Software Engineering,Information Technology,Bachelor's,14462
"Sales Forecasting, Negotiation, Customer Service, CRM, Lead Generation",4,51099,Biskra,Sales,Business,Bachelor's,14463
"Java, Django, Git",7,93937,Bordj Bou Arreridj,Software Engineering,Information Technology,High School,14464
"CPR, Phlebotomy, Medical Terminology, Anatomy, EMR",7,71892,Algiers,Healthcare,Health,Bachelor's,14465
"Crop Management, Irrigation, Tractor Operation",3,87507,Ouargla,Agriculture,Agriculture,High School,14466
"HTML, CSS, JavaScript, WordPress, React",4,86356,Bordj Bou Arreridj,Web Development,Information Technology,Technical Diploma,14467
"Plumbing, Blueprint Reading, Carpentry, Safety Procedures",4,166560,Tipaza,Construction,Construction,High School,14468
"Node.js, Responsive Design, React, CSS, JavaScript",11,68120,Constantine,Web Development,Information Technology,Ingénieur,14469
"Design, MATLAB, Blueprint Reading, AutoCAD, SolidWorks, Project Management",12,68450,Algiers,Engineering,Engineering,Doctorate,14470
"Network Security, Firewalls, Ethical Hacking",5,124084,Mostaganem,Cybersecurity,Information Technology,Doctorate,14471
"Budgeting, Auditing, Excel, Risk Management, Investment",1,114274,Batna,Finance,Business,Technical Diploma,14472
"Assessment, Curriculum Design, E-Learning, Teaching",2,182049,Mostaganem,Education,Education,High School,14473
"Responsive Design, HTML, JavaScript, Node.js, CSS",3,145916,M'Sila,Web Development,Information Technology,Doctorate,14474
"JavaScript, C++, Git, REST, Spring, Java",3,127021,Bejaia,Software Engineering,Information Technology,Technical Diploma,14475
"Agro-tech, Pest Control, Crop Management",1,129900,M'Sila,Agriculture,Agriculture,Master's,14476
"Statistics, TensorFlow, Machine Learning, SQL, Python",3,74789,Annaba,Data Science,Information Technology,Bachelor's,14477
"Security, Networking, Linux",13,134878,Tipaza,System Administration,Information Technology,Master's,14478
"SEO, Social Media, Content Creation, Copywriting, Google Ads",6,49786,Constantine,Marketing,Business,Bachelor's,14479
"Security, Virtualization, Linux, Scripting, Windows Server, Networking",3,73392,Blida,System Administration,Information Technology,Bachelor's,14480
"Reservation Systems, Event Planning, Customer Service, Front Desk",1,83509,Batna,Hospitality,Tourism & Hospitality,No Formal Education,14481
"Phlebotomy, Anatomy, CPR, EMR, Patient Care, Medical Terminology",10,54165,Tizi Ouzou,Healthcare,Health,Ingénieur,14482
"Reservation Systems, Event Planning, Customer Service",5,49490,Tlemcen,Hospitality,Tourism & Hospitality,Master's,14483
"Crop Management, Pest Control, Agro-tech",2,92214,Constantine,Agriculture,Agriculture,High School,14484
"Agro-tech, Soil Testing, Crop Management",2,73062,Chlef,Agriculture,Agriculture,Master's,14485
"Pest Control, Tractor Operation, Crop Management, Agro-tech, Irrigation, Soil Testing",2,122980,Sidi Bel Abbès,Agriculture,Agriculture,No Formal Education,14486
"SIEM, Network Security, Firewalls, Forensics, Ethical Hacking",9,63740,Tipaza,Cybersecurity,Information Technology,Technical Diploma,14487
"REST, SQL, Django, JavaScript, Java, Spring",9,63075,Blida,Software Engineering,Information Technology,Technical Diploma,14488
"Python, TensorFlow, Statistics, Pandas",4,93770,Oran,Data Science,Information Technology,Doctorate,14489
"WordPress, Node.js, JavaScript, CSS, Responsive Design, HTML",5,64660,Bejaia,Web Development,Information Technology,Ingénieur,14490
"Windows Server, Virtualization, Networking",12,157187,Chlef,System Administration,Information Technology,Technical Diploma,14491
"Site Management, Plumbing, Carpentry",2,121367,Blida,Construction,Construction,Master's,14492
"Firewalls, Penetration Testing, SIEM",5,52348,Mostaganem,Cybersecurity,Information Technology,No Formal Education,14493
"WordPress, CSS, Responsive Design",2,77385,Oran,Web Development,Information Technology,Technical Diploma,14494
"Node.js, React, JavaScript, HTML",2,90029,Skikda,Web Development,Information Technology,High School,14495
"Customer Service, Food Safety, Front Desk, Event Planning",3,109421,Oran,Hospitality,Tourism & Hospitality,Technical Diploma,14496
"Event Planning, Customer Service, Food Safety, Front Desk",2,85620,Biskra,Hospitality,Tourism & Hospitality,Master's,14497
"Crop Management, Irrigation, Soil Testing, Tractor Operation",4,139548,Batna,Agriculture,Agriculture,Doctorate,14498
"Site Management, Safety Procedures, Masonry, Carpentry, Plumbing",1,66924,M'Sila,Construction,Construction,No Formal Education,14499
"Front Desk, Event Planning, Reservation Systems, Food Safety",1,173233,Constantine,Hospitality,Tourism & Hospitality,Technical Diploma,14500
"Pandas, R, Machine Learning, Statistics, Data Visualization",1,74858,Sidi Bel Abbès,Data Science,Information Technology,Technical Diploma,14501
"Phlebotomy, EMR, Anatomy, Medical Terminology",3,98226,Tlemcen,Healthcare,Health,Ingénieur,14502
"Social Media, Branding, SEO",1,125799,Algiers,Marketing,Business,Bachelor's,14503
"Supply Chain, Warehouse Ops, Fleet Management, Inventory Management",7,46537,Bejaia,Logistics,Supply Chain,Bachelor's,14504
"Food Safety, Customer Service, Reservation Systems, Front Desk",2,102027,Sidi Bel Abbès,Hospitality,Tourism & Hospitality,Technical Diploma,14505
"Carpentry, Site Management, Masonry, Safety Procedures, Blueprint Reading",8,133763,Oran,Construction,Construction,Technical Diploma,14506
"Tractor Operation, Irrigation, Pest Control, Crop Management, Soil Testing",1,72382,Setif,Agriculture,Agriculture,High School,14507
