skills,experience,salary,location,job_interest,sector,education_level,job_id,Approximate Years of Education,education_years,job_type
"Front Desk, Customer Service, Event Planning",5,82371,Setif,Hospitality,Tourism & Hospitality,No Formal Education,15311,0.0,0,Full-time
"Curriculum Design, E-Learning, Assessment, Classroom Management, Teaching, Mentoring",3,143743,Skikda,Education,Education,Bachelor's,15312,12.0,15,Full-time
"Contracts, Legal Research, Litigation, Regulatory Compliance",5,104819,Ouargla,Legal,Legal,No Formal Education,15313,0.0,0,Full-time
"Mentoring, Classroom Management, E-Learning",2,121574,Annaba,Education,Education,Ingénieur,15314,17.0,17,Full-time
"Google Ads, Social Media, Branding, SEO",1,33646,Sidi Bel Abbès,Marketing,Business,Technical Diploma,15315,,14,Full-time
"SolidWorks, Blueprint Reading, Project Management, Design",1,64563,Ghardaia,Engineering,Engineering,Bachelor's,15316,12.0,15,Full-time
"Statistics, Python, TensorFlow, Data Visualization, Machine Learning",2,135851,Sidi Bel Abbès,Data Science,Information Technology,Technical Diploma,15317,,14,Full-time
"EMR, Anatomy, Patient Care",6,76028,Tlemcen,Healthcare,Health,High School,15318,9.0,12,Full-time
"Front Desk, Customer Service, Reservation Systems",10,96854,Chlef,Hospitality,Tourism & Hospitality,Doctorate,15319,20.0,20,Full-time
"Front Desk, Customer Service, Event Planning",3,60034,Tizi Ouzou,Hospitality,Tourism & Hospitality,High School,15320,9.0,12,Full-time
"Agro-tech, Crop Management, Tractor Operation, Irrigation",3,151044,Ouargla,Agriculture,Agriculture,Bachelor's,15321,12.0,15,Full-time
"Node.js, JavaScript, React, HTML",6,157560,Ghardaia,Web Development,Information Technology,No Formal Education,15322,0.0,0,Full-time
"Customer Service, Food Safety, Event Planning, Front Desk",3,84302,Bordj Bou Arreridj,Hospitality,Tourism & Hospitality,Doctorate,15323,20.0,20,Full-time
"Machine Learning, Pandas, SQL",1,45259,M'Sila,Data Science,Information Technology,High School,15324,9.0,12,Full-time
"SEO, Google Ads, Content Creation, Branding",2,155238,Annaba,Marketing,Business,Ingénieur,15325,17.0,17,Full-time
"Ethical Hacking, Firewalls, SIEM, Forensics",2,130456,Blida,Cybersecurity,Information Technology,Bachelor's,15326,12.0,15,Full-time
"Medical Terminology, Patient Care, CPR, Anatomy, Phlebotomy, EMR",3,50940,Chlef,Healthcare,Health,No Formal Education,15327,0.0,0,Full-time
"SolidWorks, MATLAB, Project Management, Design, AutoCAD, Blueprint Reading",8,108584,Relizane,Engineering,Engineering,High School,15328,9.0,12,Full-time
"Design, SolidWorks, Project Management, AutoCAD, MATLAB",4,176740,Annaba,Engineering,Engineering,Master's,15329,17.0,17,Full-time
"Lead Generation, Negotiation, Cold Calling, Customer Service, Sales Forecasting, CRM",5,82508,Bejaia,Sales,Business,Technical Diploma,15330,,14,Full-time
"Creativity, Photoshop, UI/UX, 3D Modeling",13,55626,Ouargla,Art & Design,Creative,High School,15331,9.0,12,Full-time
"Photoshop, Illustrator, Creativity",8,80791,Skikda,Art & Design,Creative,No Formal Education,15332,0.0,0,Full-time
"Scripting, Virtualization, Linux, Security, Networking, Windows Server",1,66330,Bordj Bou Arreridj,System Administration,Information Technology,Bachelor's,15333,12.0,15,Full-time
"Legal Research, Regulatory Compliance, Case Management, Negotiation",9,107070,Constantine,Legal,Legal,Technical Diploma,15334,,14,Full-time
"Medical Terminology, Anatomy, CPR, EMR, Phlebotomy, Patient Care",1,156914,Skikda,Healthcare,Health,Doctorate,15335,20.0,20,Full-time
"Legal Research, Litigation, Case Management, Regulatory Compliance, Negotiation",1,79077,Tipaza,Legal,Legal,High School,15336,9.0,12,Full-time
"Machine Learning, Python, Pandas, R, Data Visualization, Statistics",1,163855,Bordj Bou Arreridj,Data Science,Information Technology,No Formal Education,15337,0.0,0,Full-time
"Negotiation, Sales Forecasting, Customer Service, Cold Calling, Lead Generation, CRM",15,132169,Constantine,Sales,Business,Doctorate,15338,20.0,20,Full-time
"Customer Service, Food Safety, Event Planning",11,110109,Sidi Bel Abbès,Hospitality,Tourism & Hospitality,Ingénieur,15339,17.0,17,Full-time
"Site Management, Plumbing, Carpentry, Blueprint Reading",1,125158,Blida,Construction,Construction,No Formal Education,15340,0.0,0,Full-time
"Lead Generation, Cold Calling, Sales Forecasting, Negotiation",8,91435,Annaba,Sales,Business,Ingénieur,15341,17.0,17,Full-time
"Fleet Management, Inventory Management, Warehouse Ops",3,67768,Tlemcen,Logistics,Supply Chain,Doctorate,15342,20.0,20,Full-time
"Blueprint Reading, Masonry, Site Management, Carpentry",1,118194,Chlef,Construction,Construction,Master's,15343,17.0,17,Full-time
"Medical Terminology, CPR, Anatomy",10,137350,Tizi Ouzou,Healthcare,Health,Bachelor's,15344,12.0,15,Full-time
"Inventory Management, Routing, Fleet Management, Supply Chain, Warehouse Ops",1,128906,Bordj Bou Arreridj,Logistics,Supply Chain,Bachelor's,15345,12.0,15,Full-time
"Soil Testing, Pest Control, Agro-tech, Crop Management, Irrigation",7,68218,Tipaza,Agriculture,Agriculture,Doctorate,15346,20.0,20,Full-time
"Social Media, Content Creation, Branding",5,61134,Biskra,Marketing,Business,Bachelor's,15347,12.0,15,Full-time
"Forensics, Firewalls, Penetration Testing",7,112730,Setif,Cybersecurity,Information Technology,No Formal Education,15348,0.0,0,Full-time
"Case Management, Contracts, Litigation",4,63246,Ghardaia,Legal,Legal,Doctorate,15349,20.0,20,Full-time
"Spring, REST, Java, Git, SQL, JavaScript",7,69784,Bordj Bou Arreridj,Software Engineering,Information Technology,Bachelor's,15350,12.0,15,Full-time
"Teaching, Assessment, E-Learning, Mentoring, Curriculum Design",1,110821,Annaba,Education,Education,Ingénieur,15351,17.0,17,Full-time
"Creativity, Photoshop, Graphic Design, Illustrator, 3D Modeling",1,165977,Annaba,Art & Design,Creative,Doctorate,15352,20.0,20,Full-time
"Phlebotomy, EMR, Medical Terminology, CPR",3,94897,Batna,Healthcare,Health,High School,15353,9.0,12,Full-time
"Penetration Testing, Forensics, Firewalls",1,77182,Relizane,Cybersecurity,Information Technology,Master's,15354,17.0,17,Full-time
"SIEM, Network Security, Penetration Testing, Forensics",2,65429,Bejaia,Cybersecurity,Information Technology,Doctorate,15355,20.0,20,Full-time
"Patient Care, EMR, Anatomy, Medical Terminology",1,168887,Ghardaia,Healthcare,Health,Bachelor's,15356,12.0,15,Full-time
"Warehouse Ops, Routing, Supply Chain",1,69449,Biskra,Logistics,Supply Chain,Ingénieur,15357,17.0,17,Full-time
"Firewalls, Penetration Testing, SIEM, Forensics, Network Security",3,121440,Sidi Bel Abbès,Cybersecurity,Information Technology,Ingénieur,15358,17.0,17,Full-time
"Soil Testing, Crop Management, Tractor Operation",1,155912,Sidi Bel Abbès,Agriculture,Agriculture,Technical Diploma,15359,,14,Full-time
"Front Desk, Reservation Systems, Customer Service, Event Planning, Food Safety",3,156611,Sidi Bel Abbès,Hospitality,Tourism & Hospitality,Master's,15360,17.0,17,Full-time
"Graphic Design, UI/UX, Photoshop, 3D Modeling, Creativity",3,83956,Batna,Art & Design,Creative,Bachelor's,15361,12.0,15,Full-time
"Sales Forecasting, Customer Service, Cold Calling, Lead Generation, CRM",11,183421,M'Sila,Sales,Business,Master's,15362,17.0,17,Full-time
"Litigation, Contracts, Case Management, Negotiation",2,91212,Bejaia,Legal,Legal,Bachelor's,15363,12.0,15,Full-time
"Litigation, Negotiation, Contracts, Regulatory Compliance, Legal Research, Case Management",1,74941,Bordj Bou Arreridj,Legal,Legal,Bachelor's,15364,12.0,15,Full-time
"Machine Learning, Pandas, R, SQL, TensorFlow",1,92021,Sidi Bel Abbès,Data Science,Information Technology,Technical Diploma,15365,,14,Full-time
"Creativity, Graphic Design, 3D Modeling",2,115000,Annaba,Art & Design,Creative,Technical Diploma,15366,,14,Full-time
"Python, C++, SQL, Django",1,75621,Relizane,Software Engineering,Information Technology,Bachelor's,15367,12.0,15,Full-time
"Agro-tech, Crop Management, Tractor Operation, Soil Testing",1,115501,Annaba,Agriculture,Agriculture,High School,15368,9.0,12,Full-time
"Site Management, Plumbing, Safety Procedures, Blueprint Reading",4,146415,Setif,Construction,Construction,Ingénieur,15369,17.0,17,Full-time
"Irrigation, Soil Testing, Agro-tech",5,124394,Tipaza,Agriculture,Agriculture,No Formal Education,15370,0.0,0,Full-time
"HTML, Node.js, JavaScript",4,153624,Setif,Web Development,Information Technology,Technical Diploma,15371,,14,Full-time
"Curriculum Design, Assessment, Mentoring, Teaching, Classroom Management, E-Learning",1,73881,Chlef,Education,Education,Master's,15372,17.0,17,Full-time
"Sales Forecasting, Customer Service, Negotiation",2,67714,Tizi Ouzou,Sales,Business,Master's,15373,17.0,17,Full-time
"Medical Terminology, EMR, Phlebotomy, Anatomy",4,131461,Biskra,Healthcare,Health,Ingénieur,15374,17.0,17,Full-time
"Risk Management, Investment, Accounting, Excel, Budgeting",2,72100,Algiers,Finance,Business,Technical Diploma,15375,,14,Full-time
"Tractor Operation, Pest Control, Agro-tech, Irrigation",3,79661,Annaba,Agriculture,Agriculture,Bachelor's,15376,12.0,15,Full-time
"Teaching, E-Learning, Assessment, Curriculum Design",7,110190,Bejaia,Education,Education,No Formal Education,15377,0.0,0,Full-time
"Design, Blueprint Reading, MATLAB, SolidWorks, AutoCAD, Project Management",2,141220,Setif,Engineering,Engineering,Bachelor's,15378,12.0,15,Full-time
"Case Management, Contracts, Regulatory Compliance, Negotiation, Legal Research",1,68600,Blida,Legal,Legal,Doctorate,15379,20.0,20,Full-time
"Financial Analysis, Risk Management, Excel",9,104943,Constantine,Finance,Business,Master's,15380,17.0,17,Full-time
"Node.js, HTML, WordPress, CSS, Responsive Design",2,98639,Chlef,Web Development,Information Technology,Technical Diploma,15381,,14,Full-time
"Inventory Management, Supply Chain, Fleet Management, Warehouse Ops",1,180124,Batna,Logistics,Supply Chain,No Formal Education,15382,0.0,0,Full-time
"EMR, Patient Care, Phlebotomy, Medical Terminology, CPR",7,148020,Mostaganem,Healthcare,Health,No Formal Education,15383,0.0,0,Full-time
"SQL, Data Visualization, TensorFlow, Python",3,94960,Bejaia,Data Science,Information Technology,Ingénieur,15384,17.0,17,Full-time
"Auditing, Financial Analysis, Accounting",5,134085,Sidi Bel Abbès,Finance,Business,Bachelor's,15385,12.0,15,Full-time
"Sales Forecasting, CRM, Cold Calling, Negotiation, Customer Service, Lead Generation",7,69503,Skikda,Sales,Business,Master's,15386,17.0,17,Full-time
"3D Modeling, Illustrator, Graphic Design",5,55571,Ghardaia,Art & Design,Creative,Ingénieur,15387,17.0,17,Full-time
"Accounting, Auditing, Excel, Risk Management, Investment",13,49076,Ouargla,Finance,Business,Ingénieur,15388,17.0,17,Full-time
"Financial Analysis, Accounting, Risk Management, Excel, Budgeting",3,185330,M'Sila,Finance,Business,Master's,15389,17.0,17,Full-time
"CSS, React, WordPress, JavaScript, Responsive Design, HTML",2,95888,Bordj Bou Arreridj,Web Development,Information Technology,Bachelor's,15390,12.0,15,Full-time
"CPR, Phlebotomy, Patient Care, EMR, Medical Terminology, Anatomy",9,85130,Biskra,Healthcare,Health,Bachelor's,15391,12.0,15,Full-time
"Warehouse Ops, Routing, Inventory Management, Supply Chain, Fleet Management",8,79831,Ouargla,Logistics,Supply Chain,No Formal Education,15392,0.0,0,Full-time
"Food Safety, Reservation Systems, Event Planning",15,117985,Tizi Ouzou,Hospitality,Tourism & Hospitality,Technical Diploma,15393,,14,Full-time
"Windows Server, Scripting, Linux, Virtualization, Networking",4,61324,Biskra,System Administration,Information Technology,Technical Diploma,15394,,14,Full-time
"Medical Terminology, EMR, Anatomy, Patient Care, Phlebotomy",2,62705,Oran,Healthcare,Health,Bachelor's,15395,12.0,15,Full-time
"Pandas, TensorFlow, Data Visualization, Statistics, SQL, Python",4,101939,Relizane,Data Science,Information Technology,Doctorate,15396,20.0,20,Full-time
"CSS, WordPress, JavaScript, Node.js",8,180816,Tipaza,Web Development,Information Technology,No Formal Education,15397,0.0,0,Full-time
"Machine Learning, Pandas, Data Visualization, Python, SQL",6,75911,Oran,Data Science,Information Technology,No Formal Education,15398,0.0,0,Full-time
"Branding, SEO, Google Ads, Analytics, Social Media",1,59304,Biskra,Marketing,Business,Technical Diploma,15399,,14,Full-time
"3D Modeling, Photoshop, Illustrator, Creativity, Graphic Design, UI/UX",1,94603,Blida,Art & Design,Creative,No Formal Education,15400,0.0,0,Full-time
"SQL, Pandas, R, Data Visualization",6,142905,Batna,Data Science,Information Technology,Doctorate,15401,20.0,20,Full-time
"SQL, Django, Java",6,138321,Constantine,Software Engineering,Information Technology,Doctorate,15402,20.0,20,Full-time
"CPR, Patient Care, Medical Terminology, EMR, Anatomy",5,146257,M'Sila,Healthcare,Health,Technical Diploma,15403,,14,Full-time
"Blueprint Reading, Safety Procedures, Site Management",1,102651,Sidi Bel Abbès,Construction,Construction,Ingénieur,15404,17.0,17,Full-time
"C++, Django, Spring, Python",2,170007,Constantine,Software Engineering,Information Technology,Master's,15405,17.0,17,Full-time
"Project Management, Blueprint Reading, Design, SolidWorks",7,142881,Relizane,Engineering,Engineering,Technical Diploma,15406,,14,Full-time
"Creativity, Graphic Design, 3D Modeling, Illustrator",2,77077,Algiers,Art & Design,Creative,Technical Diploma,15407,,14,Full-time
"UI/UX, Creativity, Graphic Design, Photoshop, Illustrator",1,79527,Relizane,Art & Design,Creative,High School,15408,9.0,12,Full-time
"Illustrator, Graphic Design, Creativity, 3D Modeling",6,160870,Batna,Art & Design,Creative,No Formal Education,15409,0.0,0,Full-time
"Responsive Design, WordPress, React, JavaScript",2,90789,Tizi Ouzou,Web Development,Information Technology,High School,15410,9.0,12,Full-time
"Reservation Systems, Food Safety, Customer Service, Event Planning, Front Desk",3,65161,Tizi Ouzou,Hospitality,Tourism & Hospitality,Doctorate,15411,20.0,20,Full-time
"SEO, Content Creation, Analytics, Social Media, Google Ads, Copywriting",8,101007,Mostaganem,Marketing,Business,Doctorate,15412,20.0,20,Full-time
"Curriculum Design, E-Learning, Classroom Management",4,115820,Setif,Education,Education,Bachelor's,15413,12.0,15,Full-time
"Front Desk, Customer Service, Event Planning, Reservation Systems, Food Safety",5,65199,Oran,Hospitality,Tourism & Hospitality,Bachelor's,15414,12.0,15,Full-time
"Case Management, Contracts, Legal Research, Negotiation, Regulatory Compliance, Litigation",1,106202,Bordj Bou Arreridj,Legal,Legal,Ingénieur,15415,17.0,17,Full-time
"Excel, Budgeting, Risk Management, Financial Analysis, Auditing, Investment",14,97592,Blida,Finance,Business,Master's,15416,17.0,17,Full-time
"R, Data Visualization, Statistics, TensorFlow, SQL",1,176953,Chlef,Data Science,Information Technology,Doctorate,15417,20.0,20,Full-time
"Ethical Hacking, Penetration Testing, Firewalls, Network Security, Forensics",2,75126,Blida,Cybersecurity,Information Technology,High School,15418,9.0,12,Full-time
"Financial Analysis, Risk Management, Budgeting, Auditing, Excel, Investment",3,178684,Biskra,Finance,Business,High School,15419,9.0,12,Full-time
"Supply Chain, Warehouse Ops, Routing, Fleet Management",8,82303,Batna,Logistics,Supply Chain,Master's,15420,17.0,17,Full-time
"Agro-tech, Crop Management, Tractor Operation, Soil Testing, Pest Control, Irrigation",1,58479,Annaba,Agriculture,Agriculture,Technical Diploma,15421,,14,Full-time
"Safety Procedures, Site Management, Blueprint Reading, Masonry",5,77159,Skikda,Construction,Construction,Master's,15422,17.0,17,Full-time
"Responsive Design, CSS, React, HTML, Node.js, JavaScript",1,46632,M'Sila,Web Development,Information Technology,No Formal Education,15423,0.0,0,Full-time
"Content Creation, Analytics, SEO, Copywriting, Google Ads, Branding",3,175241,Tlemcen,Marketing,Business,Ingénieur,15424,17.0,17,Full-time
"Mentoring, Assessment, E-Learning",5,101315,Chlef,Education,Education,Technical Diploma,15425,,14,Full-time
"Contracts, Legal Research, Case Management, Litigation, Regulatory Compliance, Negotiation",10,146471,Oran,Legal,Legal,No Formal Education,15426,0.0,0,Full-time
"Photoshop, UI/UX, Graphic Design, Creativity",9,84879,Bejaia,Art & Design,Creative,Bachelor's,15427,12.0,15,Full-time
"C++, Java, SQL",14,65955,Constantine,Software Engineering,Information Technology,Ingénieur,15428,17.0,17,Full-time
"Linux, Virtualization, Networking, Windows Server",12,51821,Ghardaia,System Administration,Information Technology,Doctorate,15429,20.0,20,Full-time
"Design, Blueprint Reading, AutoCAD, Project Management, SolidWorks",13,123070,Blida,Engineering,Engineering,Doctorate,15430,20.0,20,Full-time
"Python, Java, Django, Spring, C++",1,123029,Setif,Software Engineering,Information Technology,High School,15431,9.0,12,Full-time
"Creativity, Photoshop, Illustrator, UI/UX, Graphic Design",1,66220,Bejaia,Art & Design,Creative,Doctorate,15432,20.0,20,Full-time
"Security, Scripting, Virtualization, Networking, Windows Server, Linux",2,123554,Mostaganem,System Administration,Information Technology,Technical Diploma,15433,,14,Full-time
"Design, SolidWorks, AutoCAD",2,109474,Sidi Bel Abbès,Engineering,Engineering,High School,15434,9.0,12,Full-time
